"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count","household_id","survey_relationship","health_mobility","health_self_care","health_daily_activity","health_pain","health_fear","health_score","city_name_participant","city_zip_code","city_name","city_xcoord","city_ycoord","city_latitude","city_longitude","person_height","person_weight","residential_status","residential_status_other","residential_population","child_care_boolean","child_care_monday","child_care_tuesday","child_care_wednesday","child_care_thursday","child_care_friday","child_care_saturday","child_care_sunday","child_care_unknown","child_school","child_school_count","child_extracur_boyscout","child_extracur_sports_team","child_extracur_music_school","child_extracur_other","child_extracur_no","child_extracur_unknown","child_extracur_other_detail","occupation_detail_simid","elderly_at_work","occupation_public_health","occupation_public_health_function","severe_disease_self","severe_disease_family","severe_disease_caregiving","elderly_children","elderly_children_count","elderly_children_age","elderly_children_frequency","elderly_grandchildren","elderly_grandchildren_count","elderly_grandchildren_age","elderly_grandchildren_frequency","smoking","elderly_smoking","elderly_drinking_type","elderly_drinking_frequency","work_contacts_0_5","work_contacts_6_11","work_contacts_12_17","work_contacts_18_29","work_contacts_30_60","work_contacts_60plus","time_use_location_1","time_use_location_2","time_use_location_3","time_use_location_4","time_use_location_5","time_use_location_6","time_use_location_7","time_use_location_8","time_use_location_9","time_use_location_10","time_use_location_11","time_use_location_12","time_use_location_13","time_use_location_14","time_use_location_15","time_use_location_16","time_use_location_17","time_use_distance_1","time_use_distance_2","time_use_distance_3","time_use_distance_4","time_use_distance_5","time_use_distance_6","time_use_distance_7","time_use_distance_8","time_use_distance_9","time_use_distance_10","time_use_distance_11","time_use_distance_12","time_use_distance_13","time_use_distance_14","time_use_distance_15","time_use_distance_16","time_use_distance_17","uncommon_day","uncommon_day_reason","uncommon_day_other","contacts_unreported","public_transport_bus","public_transport_train","public_transport_other","hh_member_age_1","hh_member_age_2","hh_member_age_3","hh_member_age_4","hh_member_age_5","hh_member_age_6","hh_member_age_7","hh_member_age_8","hh_member_age_9","hh_member_age_10","hh_member_age_11","hh_member_age_12","hh_member_gender_1","hh_member_gender_2","hh_member_gender_3","hh_member_gender_4","hh_member_gender_5","hh_member_gender_6","hh_member_gender_7","hh_member_gender_8","hh_member_gender_9","hh_member_gender_10","hh_member_gender_11","hh_member_gender_12","hh_member_present_1","hh_member_present_2","hh_member_present_3","hh_member_present_4","hh_member_present_5","hh_member_present_6","hh_member_present_7","hh_member_present_8","hh_member_present_9","hh_member_present_10","hh_member_present_11","hh_member_present_12","animal_ownership","animal_touching","animal_ownership_cat","animal_ownership_dog","animal_ownership_horse","animal_ownership_chicken","animal_ownership_turkey","animal_ownership_sheep","animal_ownership_pigeon","animal_ownership_pig","animal_ownership_cow","animal_ownership_fish","animal_ownership_other","animal_touching_cat","animal_touching_dog","animal_touching_horse","animal_touching_chicken","animal_touching_turkey","animal_touching_sheep","animal_touching_pigeon","animal_touching_pig","animal_touching_cow","animal_touching_fish","animal_touching_other","hh_parental_type","problem_flag","individual_survey"
"BE",124592,498368,1,29,10,2010,31,"F",1,NA,3,NA,NA,"BE",3,1,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",7,124592,NA,1,1,1,1,1,60,"zolder",3550,"Heusden-Zolder",216288,190876,51.0384819,5.2904127,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Y",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"N",NA,NA,1,"N","N",NA,1,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","Y","N","N","N","N","N","N","2konijnen","N","Y","N","Y","N","N","N","N","N","N","konijnen",2,0,TRUE
"BE",127249,508996,1,19,11,2010,54,"F",1,NA,4,NA,NA,"BE",2,54,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",8,127249,NA,1,1,1,1,1,90,"wilrijk",2610,"Wilrijk",152380,206690,51.1683102,4.3942868,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,1,1,1,7,7,7,7,1,1,1,1,1,1,2,2,2,2,1,1,1,3,3,3,3,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,54,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",127270,509080,1,17,11,2010,36,"F",1,NA,6,NA,NA,"BE",3,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","N",45,127270,NA,1,1,1,1,1,90,"denderleeuw",9470,"Denderleeuw",129720,174794,50.884149,4.0707683,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","N",5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,"Y",6,NA,4,"N","N",NA,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",127299,509196,1,17,11,2010,44,"F",1,NA,3,NA,NA,"BE",4,14,17,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",21,127299,NA,1,1,1,2,1,85,"stekene",9190,"Stekene",127092,210680,51.2063826,4.040883,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Y","opvoedster","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,8,1,8,8,8,8,8,1,7,7,1,1,1,1,1,1,1,2,1,2,3,3,3,2,1,2,2,1,1,1,"Y",6,NA,1,"N","N",NA,14,17,44,46,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y","N","N","N","N","N","N","N","ezel","Y","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",129718,518872,1,26,10,2010,79,"M",2,NA,1,NA,NA,"BE",1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",1,129718,3,2,1,2,2,2,57,"ingelmunster",8770,"Ingelmunster",71792,179443,50.92325,3.26284,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"N","N",NA,"N","Y","N","Y",1,48,6,"Y",1,14,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,1,1,8,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",130779,523116,1,26,10,2010,77,"M",2,NA,1,NA,NA,"BE",5,13,46,52,74,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",4,130779,4,2,1,1,2,1,90,"ledeberg",9050,"Gent",104852,194017,51.0404198,3.7689782,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"N","Y","onderhoudswerman","Y","N",NA,"Y",NA,46,1,"Y",3,13,1,NA,1,3,5,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,13,46,52,74,77,NA,NA,NA,NA,NA,NA,NA,"F","M","M","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",132169,528676,2,28,11,2010,16,"F",5,NA,2,NA,NA,"BE",4,16,20,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",13,132169,NA,1,1,1,2,1,85,"lennik",1750,"Lennik",134851,166195,50.8086929,4.161434,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,16,20,47,48,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",132701,530804,1,25,10,2010,69,"F",2,NA,5,NA,NA,"BE",3,70,72,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",9,132701,4,1,1,1,1,1,90,"gent",9000,"Gent",104852,194017,51.0678307,3.7290914,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"N","N",NA,"Y",NA,NA,"Y",2,41,3,"Y",2,2,5,NA,5,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,8,8,5,8,8,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,1,1,"N",NA,NA,1,"Y","N","wagen",70,72,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",133609,534436,1,18,11,2010,78,"F",3,NA,4,NA,NA,"BE",1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",4,133609,4,2,1,2,2,1,75,"neerpelt",3910,"Neerpelt",224323,213672,51.22724,5.43173,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"N","Y",NA,"N",NA,NA,"Y",3,45,1,"Y",1,11,1,NA,5,5,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",140370,561480,1,17,11,2010,53,"F",1,NA,3,NA,NA,"BE",3,58,26,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",7,140370,NA,1,1,1,2,2,90,"lede",9340,"Lede",122563,184110,50.9658713,3.9773269,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,58,26,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","N","Y","kanarievogels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",143921,575684,1,27,10,2010,56,"M",1,NA,5,NA,NA,"BE",2,56,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",20,143921,NA,1,1,1,1,1,90,"bredene",8450,"Bredene",51901,215417,51.2345015,2.9728359,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"N",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","Y","Y","N",1,5,4,4,4,4,5,4,4,4,5,8,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,3,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,56,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","N","N","Y",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",147268,589072,1,27,10,2010,40,"F",1,NA,3,NA,NA,"BE",2,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",38,147268,NA,1,1,1,1,1,75,"smetlede",9340,"Lede",122563,184110,50.9658713,3.9773269,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","Y","Y","Y",1,4,4,4,4,1,1,4,4,4,4,5,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",147532,590128,1,27,10,2010,20,"F",5,NA,3,NA,NA,"BE",5,20,22,22,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",13,147532,NA,1,1,1,1,1,75,"Lichtervelde",8810,"Lichtervelde",63787,191572,51.0277074,3.1439095,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"Y",NA,"N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","Y","N","N",1,5,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,"N",NA,NA,1,"N","Y",NA,20,22,22,48,49,NA,NA,NA,NA,NA,NA,NA,"F","F","F","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","Y","N","N","N","N","N","Y",NA,"Y","N","N","N","N","N","N","N","N","N",NA,3,0,TRUE
"BE",151212,604848,1,17,11,2010,32,"F",1,NA,6,NA,NA,"BE",2,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",7,151212,NA,1,1,1,1,1,80,"grembergen",9200,"Dendermonde",131069,191234,51.0254867,4.1019931,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,7,4,4,4,5,5,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,"N",NA,NA,1,"N","Y",NA,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",154799,619196,3,26,10,2010,4,"M",5,NA,4,NA,NA,"BE",4,4,5,39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",17,154799,NA,1,1,1,1,1,90,"balen",2490,"Balen",206389,207213,51.1578305,5.2100666,NA,NA,NA," ",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,1,14,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,4,5,39,43,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","Y","N","Y","Y","N","N","N","N","Y","konijnen. eend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",160773,643092,1,16,11,2010,42,"F",1,NA,6,NA,NA,"BE",2,79,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",13,160773,NA,1,1,1,1,1,91,"gent",9000,"Gent",104852,194017,51.0678307,3.7290914,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"N",NA,NA,2,"N","Y",NA,79,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",163265,653060,1,6,11,2010,37,"M",1,NA,6,NA,NA,"BE",2,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","Y",3,163265,NA,1,1,1,1,1,90,"leuven",3000,"Leuven",173395,174311,50.8815197,4.6967578,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,"N",NA,NA,1,"N","N",NA,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",163924,655696,1,28,10,2010,49,"F",1,NA,5,NA,NA,"BE",2,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",16,163924,NA,1,1,1,1,2,90,"Mol",2400,"Mol",202594,208805,51.191087,5.1170647,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"N",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,4,8,5,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",170596,682384,1,2,12,2010,21,"M",1,NA,3,NA,NA,"BE",3,42,43,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",6,170596,NA,1,1,1,2,2,65,"brugge",8000,"Brugge",70218,211528,51.2093488,3.2247013,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,7,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,1,1,"Y",6,NA,1,"N","N",NA,42,43,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","N","N","N","N","N","N","N","N",NA,"Y","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",170729,682916,1,20,11,2010,48,"F",1,NA,5,NA,NA,"BE",5,16,22,24,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",43,170729,NA,1,1,1,1,1,80,"liederkerke",1770,"Liedekerke",129982,173357,50.86891,4.08729,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,1,1,8,8,1,1,7,7,7,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,3,3,1,1,"N",NA,NA,1,"N","N",NA,16,22,24,48,50,NA,NA,NA,NA,NA,NA,NA,"M","M","M","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","Y","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
